brand,product_name,price,product_category,type_category,url,ingredients
Estée Lauder,Perfectionist Pro Rapid Firm + Lift Serum Hexapeptide-8,expensive,"uneven,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11689234-1784555880290857.jpg,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, Bis-Peg-18 Methyl Ether Dimethyl Silane, Polysorbate 20, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Polysilicone-11, Mangifera Indica (Mango) Seed Butter, Phoenix Dactylifera (Date) Fruit Extract, Pisum Sativum (Pea) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Crithmum Maritimum Extract, Laminaria Ochroleuca Extract, Commiphora Mukul Resin Extract, Triticum Vulgare (Wheat) Germ Extract, Bambusa Vulgaris (Bamboo) Extract, Chlorella Vulgaris Extract, Laminaria Saccharina Extract, Brassica Campestris (Rapeseed) Sterols, Helianthus Annuus (Sunflower) Seed Extract, Algae Extract, Hypnea Musciformis (Algae) Extract, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Nymphaea Alba (Water Lily) Flower Extract, Acetyl Glucosamine, Caffeine, Gellidiella Acerosa Extract, Coffea Arabica (Coffee) Seed Extract, Sodium Hyaluronate, Lactic Acid, Propylene Glycol Dicaprate, Saccharide Isomerate, Methyl Gluceth-20, Ethylhexylglycerin, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Helianthus Annuus (Sunflower) Seedcake, Caprylyl Glycol, Isohexadecane, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Sodium Polyacrylate Starch, Squalane, Sodium Pca, Urea, Zea Mays (Corn) Kernel Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Palmaria Palmata Extract, Polysorbate 80, Acetyl Hexapeptide-8, Triolein, Hydrolyzed Rice Extract, Linoleic Acid, Trehalose, Glycine Soja (Soybean) Protein, Glucosamine Hcl, Phospholipids, Laminaria Digitata Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Polyquaternium-51, Palmitoyl Hexapeptide-12, Ergothioneine, Aminopropyl Ascorbyl Phosphate, Peg-8, Phytosteryl Canola Glycerides, Pentylene Glycol, Oleic Acid, Palmitic Acid, Xanthan Gum, Fragrance (Parfum), Sodium Hydroxide, Citric Acid, Silica, Calcium Chloride, Stearic Acid, Dipropylene Glycol, Sodium Palmitoyl Proline, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499) <Iln43743>"
Hylamide,Low-Molecular HA Booster,cheap,"acne,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241353-6234379826524952.jpg,"Aqua (Water), Hydrolyzed Yeast Extract, Sodium Hyaluronate Crosspolymer, Saccharide Isomerate, Pentylene Glycol, Tamarindus Indica Seed Gum, Hydrolyzed Sodium Hyaluronate, Tremella Fuciformis Sporocarp Extract, Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Cetyl Hydroxyethylcellulose, Glycerin, Betaine, Citric Acid, Sodium Citrate, Polyglucuronic Acid, Potassium Sorbate, Sodium Benzoate, Lecithin, Chlorphenesin, Phenoxyethanol"
The Ordinary,Caffeine Solution 5% + EGCG,normal,"acne,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11396686-6704646034704709.jpg,"Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract, Urea, Pentylene Glycol, Hydroxyethylcellulose, Polyacrylate Crosspolymer-6, Xanthan gum, Lactic Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Propyl Gallate, Dimethyl Isosorbide, Benzyl Alcohol, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol"
Hylamide,SubQ Anti-Age,cheap,"antiaging,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241349-2094378323537120.jpg,"Aqua (Water), Glycerin, Ethoxydiglycol, Hydrolyzedyeast Extract, Sodiumhyaluronate Crosspolymer, Pentylene Glycol, Tamarindus Indica Seed Gum, Pseudoalteromonas Fermentextract, Hydrolyzed Sodiumhyaluronate, Sodiumhyaluronate, Polyacrylatecrosspolymer-6, Trisodiumethylenediamine Disuccinate, Lactobacillus/Eriodictyoncalifornicum Fermentextract, Saccharideisomerate, Copperlysinate/Prolinate, Palmitoyl Tripeptide-38, Myristoyl Nonapeptide-3, Ahnfeltia Concinna Extract, Ethylhexylglycerin, Methylglucoside Phosphate, Cetylhydroxyethylcellulose, Hydroxypropylcyclodextrin, Polyglucuronic Acid, Hexylene Glycol, Salicylicacid, Lecithin, Phospholipids, Caprylyl Glycol, Sodiumhydroxide, Citric Acid, Potassium Sorbate, Sodiumbenzoate, Sodium Citrate, Chlorphenesin, Phenoxyethanol, Leuconostoc/Radish Rootferment Filtrate"
Hylamide,Sensitive Fix Booster,normal,"acne,sen0",serum,https://s1.thcdn.com/productimg/960/960/11241352-6804378323599724.jpg,"Aqua (Water), Sodium Hyaluronate Crosspolymer, Saccharide Isomerate, Butylene Glycol, Curculigo Orchioides Root Extract, Tamarindus Indica Seed Gum, Mirabilis Jalapa Extract, Trisodium Ethylenediamine Disuccinate, Propanediol, Pentylene Glycol, Glycerin, Lactobacillus/Eriodictyon Californicum Ferment Extract, Polyacrylate Crosspolymer-6, Citric Acid, Phospholipids, Ethylhexylglycerin, Sodium Citrate, Chlorphenesin, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate"
SkinCeuticals,Hydrating B5 Serum,expensive,"acne,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11705724-1494562629580688.jpg,"Aqua/Water/Eau, Phenoxyethanol, Calcium Pantothenate, Sodium Hyaluronate"
The Ordinary,Retinol Serum 1% in Squalane,cheap,"acne,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11638503-3854554514201461.jpg,"Aqua, Retinol, Squalan, Glyceryl Stearate, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Carrageenan, Acacia Senegal Gum, Caprylic/Capric Triglyceride, Cetyl Palmitate, Sucrose Laurate, Polysorbate 20, Behentrimonium Chloride, Disodium EDTA, Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin"
The Ordinary,Granactive Retinoid 2% Emulsion,normal,"acne,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11363393-9604522930006374.jpg,"Aqua (Water), Ethyl Linoleate, Propanediol, Glycerin, Cetearyl Isononanoate, Bisabolol, Retinol, Hydroxypinacolone Retinoate, Tasmannia Lanceolata Fruit/Leaf Extract, Dimethyl Isosorbide, Inulin Lauryl Carbamate, Glyceryl Stearate, Ceteareth-12, Ceteareth-20, Cetearyl Alcohol, Carrageenan, Acacia Senegal Gum, Caprylic/Capric Triglyceride, Cetyl Palmitate, Sucrose Laurate, Polysorbate 20, Behentrimonium Chloride, Disodium EDTA, Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin"
Ecooking,Acne Serum,expensive,"acne,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11925881-5594622438006142.jpg,"Aqua, Ethoxydiglycol, Pseudoalteromonas Ferment Extract, Sodium Salicylate, Glycerin, Sodium PCA, Zink PCA, Salicylacid, Caprylyl Glycol, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Tripeptide-10 Citrulline, Tripeptide-1, Lecithin, Butylene Glycol, Xanthan Gum, Carbomer, Triethanolamine, Phenoxyethanol, Sodium Levulinate, Potassium Sorbate, Citric Acid, Potassium Hydroxide"
La Roche-Posay,Hyalu B5 Hyaluronic Acid Serum,normal,"antiaging,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11638522-1244568555997240.jpg,"Aqua / Water, Glycerin, Alcohol Denat., Propylene Glycol, Panthenol, Pentylene Glycol, Dimethicone, Peg-6 Caprylic/Capric, Glycerides, Ppg-6-Decyltetradeceth-30, Glyceryl Isostearate, Madecassoside, Sodium Hyaluronate, Ammonium, Polyacryloyldimethyl Taurate, Disodium Edta, Hydrolyzed Hyaluronic Acid, Caprylyl Glycol, Citric Acid, Xanthan Gum, Butylene Glycol, Tocopherol, Phenoxyethanol, Parfum /Fragrance. (Code F.I.L. : B212343/1)"
BIOEFFECT,EGF Serum,expensive,"antiaging,sen0",serum,https://s1.thcdn.com/productimg/1600/1600/11630906-8224535671074159.jpg,"Glycerine, Aqua, Sodium hyaluronate, Tromethamine, Sodium chloride, Hordeum vulgare seed extract, EGF (Transgenic barley sh-oligopeptide-1)"
Vichy,Slow Âge Day Fluid,cheap,"antiaging,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11434759-1114585100182566.jpg,"Aqua/Water Homosalate Octocrylene Glycerin Ethylhexyl Salicylate Bifida Ferment Lysate Silica Alcohol Denat. Butyl Methoxydibenzoylmethane Dimethicone Isopropyl Lauroyl Sarcosinate Styrene/Acrylates Copolymer PEG-100 Stearate Glyceryl Stearate Tocopherol Synthetic Wax PEG-8 Laurate CI 14700/Red 4 Stearic Acid Dicaprylyl Carbonate Stearyl Alcohol Dimethicone/Vinyl Dimethicone Crosspolymer Triethanolamine Myristic Acid Myristyl Alcohol Sodium Benzoate Palmitic Acid Phenoxyethanol Ammonium Polyacryloyldimethyl Taurate Ascorbyl Glucoside Disodium EDTA Capryloyl Salicylic Acid Caprylyl Glycol Xanthan Gum Scutellaria Baicalensis Extract/Scutellaria Baicalensis Root Extract T-Butyl Alcohol Cetyl Alcohol Parfum/Fragrance"
BareMinerals,Brilliant Future Age Defense and Renew Serum,normal,"antiaging,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11380951-1884446710621646.jpg,"Water (Aqua/Eau), Butylene Glycol, Propanediol, Glycerin, Ascorbyl Glucoside, Isodecyl Neopentanoate, Squalane, Behenyl Alcohol, Silica, Dimethicone, Potassium Hydroxide, Mica, Stearyl Alcohol, Carbomer, Ethylhexylglycerin, Sodium Methyl Stearoyl Taurate, Disodium Edta, Sodium Metaphosphate, Succinoglycan, Citric Acid, Sodium Citrate, Hydroxypropyl Cyclodextrin, Oryzanol, Olea Europaea (Olive) Leaf Extract, Crataegus Monogyna Flower Extract, Manganese Pca, Palmitoyl Tripeptide-38, Bupleurum Falcatum Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Fragrance (Parfum), Limonene, Hexyl Cinnamal, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492)"
NIOD,Multi-Molecular Hyaluronic Complex,expensive,"antiaging,sen1",serum,https://s1.thcdn.com/productimg/1600/1600/11135679-1684625283524544.jpg,"Aqua (Water), Glycerin, Hydrolyzed Yeast Extract, Sodium Hyaluronate Crosspolymer, Dimethyl Isosorbide, Pentylene Glycol, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Butyroyl Hyaluronate, Polyacrylate Crosspolymer-6, N-Acetyl-D-Glucosamine-6- Phosphate Disodium Salt, Betaine, Trisodium Ethylenediamine Disuccinate, Yeast Extract, Cetyl Hydroxyethylcellulose, Tamarindus Indica Seed Gum, Tremella Fuciformis Sporocarp Extract, Lecithin, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Myristoyl Nonapeptide-3, Magnesium Chloride, Sodium Benzoate, Potassium Sorbate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol, Polyglucuronic Acid"
La Roche-Posay,Redermic [R] Retinol Eye Cream,cheap,"sen1",eyecream,https://s1.thcdn.com/productimg/1600/1600/11091870-9884461781636947.jpg,"Aqua / water, isocetyl stearate, glycerin, octyldodecanol, propylene glycol, pentylene glycol, dimethicone, acrylamide/sodium acryloyldimethyltaurate Copolymer, cetearyl alcohol, dimethicone/vinyl dimethicone crosspolymer, caffein, isohexadecane, sodium hyaluronate, sodium hydroxide, retinol, retinyl linoleate, adenosine, Ammonium polyacryldimethyltauramide / ammonium polyacryloyldimethyl taurate, caprylyl glycol, citric acid, polysilicone-8, polysorbate 80, phenoxyethanol"
Origins,GinZing Refreshing Eye Cream to Brighten and Depuff,normal,"sen1",eyecream,https://s1.thcdn.com/productimg/1600/1600/11138331-6584608396569883.jpg,"Water\Aqua\Eau , Methyl Trimethicone , Butylene Glycol , Peg-100 Stearate , Dimethicone , Cetyl Ricinoleate , Silica , Olea Europaea (Olive) Fruit Oil , Glycerin , Behenyl Alcohol , Cucumis Sativus (Cucumber) Fruit Extract , Panax Ginseng (Ginseng) Root Extract , Castanea Sativa (Chestnut) Seed Extract , Camellia Sinensis (Green Tea) Leaf Extract , Cordyceps Sinensis Extract , Magnolia Officinalis Bark Extract , Pyrus Malus (Apple) Fruit Extract , Scutellaria Baicalensis Root Extract , Pantethine , Panthenol , Caprylic/Capric Triglyceride , Butyrospermum Parkii (Shea Butter) , Caffeine , Coleus Barbatus Extract , Yeast Extract\Faex\Extrait De Levure , Folic Acid , Hydrogenated Lecithin , Jojoba Wax Peg-120 Esters , Biotin , Tribehenin , Myristyl Alcohol , Palmitoyl Tetrapeptide-7 , Trehalose , Sodium Hyaluronate , Ascorbyl Tocopheryl Maleate , Hesperidin Methyl Chalcone , Sodium Sulfite , Sodium Metabisulfite , Steareth-20 , Dipeptide-2 , Ethylhexylglycerin , Carbomer , Tromethamine , Sorbic Acid , Chlorphenesin , Phenoxyethanol , Mica , Titanium Dioxide (Ci 77891) , Iron Oxides (Ci 77491, Ci 77492, Ci 77499)"
Bobbi Brown,Hydrating Eye Cream,expensive,"sen0",eyecream,https://s1.thcdn.com/productimg/1600/1600/11511621-1774503171303474.jpg,"Water, Ethylhexyl Palmitate, Squalane, Butylene Glycol, Cetyl Alcohol, Glyceryl Stearate, Hydrogenated Vegetable Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Hamamelis Virginiana (Witch Hazel) Extract, Aloe Barbadensis Leaf Juice, Cholesterol, Peg-100 Stearate, Glycerin, Sodium Pca"
Aveda,Botanical Kinetics Purifying Gel Cleanser,cheap,"oily,sen0,ance",cleanser,https://s1.thcdn.com/productimg/0/960/960/10/10541410-1387831137-759727.jpg,"Water\Aqua\Eau , Sodium Methyl Cocoyl Taurate , Glycerin , Babassuamidopropyl Betaine , Sodium Chloride , Caffeine , Helianthus Annuus (Sunflower) Seed Oil , Tocopherol , Guar Hydroxypropyltrimonium Chloride , Xanthan Gum , Citric Acid , Fragrance (Parfum) , Geraniol , Linalool , Citronellol , Eugenol , Limonene , Sodium Phytate , Potassium Sorbate , Sodium Benzoate , Phenoxyethanol <ILN42887>"
Aveda,Stress-Fix Creme Cleansing Oil,normal,"oily,sen0,acne",cleanser,https://s1.thcdn.com/productimg/960/960/11095594-1514281391470885.jpg,"ater\Aqua\Eau , Glycerin , Glyceryl Laurate , Sodium Methyl Cocoyl Taurate , Sodium Cocoyl Isethionate , Helianthus Annuus (Sunflower) Seed Oil , Decyl Glucoside , Babassuamidopropyl Betaine , Sodium Chloride , Orbignya Oleifera (Babassu) Seed Oil , Tribehenin , Oleic/Linoleic/Linolenic Polyglycerides , Glyceryl Oleate , Coco-Glucoside , Aloe Barbadensis Leaf Juice Powder , Lavandula Angustifolia (Lavender) Oil , Salvia Sclarea (Clary) Oil , Lavandula Hybrida Oil , Tocopherol , Hydrogenated Lecithin , Sodium Lauroyl Lactylate , Guar Hydroxypropyltrimonium Chloride , Salicylic Acid , Sodium Gluconate , Fragrance (Parfum) , Linalool , Eugenol , Farnesol , Geraniol , Benzyl Benzoate , Limonene , Citric Acid , Sodium Citrate , Potassium Sorbate , Phenoxyethanol <ILN41209>"
COSRX,Low pH Good Morning Cleanser,expensive,"oily,sen0,acne",cleanser,https://s1.thcdn.com/productimg/1600/1600/11401192-1824651979604903.jpg,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Methyl Isethionate, Polysorbate 20, Styrax Japonicus Branch/Fruit/Leaf Extract, Butylene Glycol, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Allantoin, Caprylyl Glycol, Ethylhexylglycerin, Betaine Salicylate, Citric Acid, Ethyl Hexanediol, 1,2-Hexanediol, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Disodium EDTA"
Darphin,Intral Redness Relief Soothing Serum,cheap,"oily,sen0,acne",serum,https://s1.thcdn.com/productimg/960/960/11089773-9234276181858451.jpg,"Water/Aqua/Eau, Butylene Glycol, Glycerin, Chamomilla Recutita (Matricaria) Flower Extract, Paeonia Suffruticosa (Peony) Root Extract, Alteromonas Ferment Extract, Crataegus Monogina Flower Extract, Panthenol, Glycosaminoglycans, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Yeast Extract/Faex/Extrait De Levure, Peg-40 Hydrogenated Castor Oil, Cellulose Gum, Glycereth-26, Fragrance (Parfum), Citric Acid, Xanthan Gum, Disodium Edta, Chlorphenesin, Sodium Benzoate, Phenoxyethanol"
bareMinerals,Blemish Remedy Anti-Imperfection Treatment Serum,normal,"oily,sen0,acne",serum,https://s1.thcdn.com/productimg/1600/1600/11380950-1284446710560776.jpg,"Water (Aqua/Eau), Butylene Glycol, Glycerin, Peg-32, Peg-6, Peg-8, Sodium Lactate, Zinc Pca, Potassium Hydroxide, Peg/Ppg-17/4 Dimethyl Ether, Urea, Glucosamine Hcl, Algae Extract, Saccharomyces Cerevisiae Extract, Hydrogenated Dimer Dilinoleyl Peg-44/Poly(1,2-Butanediol)-15 Dimethyl Ether, Ethylhexylglycerin, Xanthan Gum, Trehalose, Spiraea Ulmaria Extract, Dipotassium Glycyrrhizate, Alcohol, Disodium Edta, Paeonia Suffruticosa Root Extract, Tocopherol, Fragrance (Parfum), Limonene, Phenoxyethanol"
Darphin,Hydraskin Serum,expensive,"oily,sen0,acne",serum,https://s1.thcdn.com/productimg/1600/1600/10363058-1734619080364133.jpg,"Water\Aqua\Eau Propanediol Glycerin Butylene, Glycol Methyl Gluceth-20 Peg-40 Hydrogenated Castor Oil, Imperata Cylindrica Root Extract Punica Granatum, (Pomegranate) Extract Malachite Extract Sodium, Hyaluronate Tocopherol Ethylhexylglycerin Hyaluronic, Acid Trehalose Caprylyl Glycol Sodium Pca Sodium, Polyacrylate 1,2-Hexanediol Polyquaternium-51 Urea, Carbomer Sodium Carbomer Fragrance (Parfum) Butylphenyl, Methylpropional Hydroxyisohexyl 3-Cyclohexene, Carboxaldehyde Hexyl Cinnamal Alpha-Isomethyl Ionone, Limonene Linalool Hydroxycitronellal Tetrasodium Edta, Phenoxyethanol Chlorphenesin Potassium Sorbate Blue 1 (Ci, 42090)"
FARMACY,Honey Drop Lightweight Moisturising Cream,cheap,"oily,sen0,acne",moisturizer,https://s1.thcdn.com/productimg/1600/1600/11787599-4664602457528359.jpg,"Water/Aqua/Eau, Glycereth-26, Glycerin, C13-15 Alkane, Echinacea Purpurea Root Extract, Honey Extract, Propolis Extract, Royal Jelly Extract, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate, Theobroma Grandiflorum Seed Butter, Limnanthes Alba (Meadowfoam) Seed Oil, Camellia Japonica Seed Oil, Paeonia Suffruticosa Root Extract, Scutellaria Baicalensis Root Extract, Allantoin, Melia Azadirachta Leaf Extract, Lactobacillus/Soybean Ferment Extract, Melia Azadirachta Flower Extract, Imperata Cylindrica Root Extract, Viscum Album (Mistletoe) Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Coccinia Indica Fruit Extract, Adenosine, Betaine, Capryloyl Glycerin/Sebacic Acid Copolymer, Curcuma Longa (Turmeric) Root Extract, Aloe Barbadensis Flower Extract, Corallina Officinalis Extract, Ocimum Sanctum Leaf Extract, Eclipta Prostrata Extract, Flavor (Aroma), Sorbitan Olivate, Sucrose Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Edta, Glyceryl Polyacrylate, Agar, Calcium Alginate, Mica, Iron Oxide (Ci 77492), Propanediol, 1,2-Hexanediol, Methyl Gluceth-20, Diheptyl Succinate,Butylene Glycol, Carbomer, Hydroxyacetophenone, Tromethamine, Cetearyl Olivate, Alcohol Denat., Caprylyl Glycol"
First Aid Beauty,Ultra Repair Cream,normal,"oily,sen0,acne",moisturizer,https://s1.thcdn.com/productimg/1600/1600/11054488-6154648623388134.jpg,"Colloidal Oatmeal, Water, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Glyceryl Stearate SE, Cetearyl Alcohol, Caprylyl Glycol, Phenoxyethanol, Butyrospermum Parkii (Shea Butter), Squalane, Allantoin, Sodium Hydroxide, Dimethicone, Xanthan Gum, Disodium EDTA, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Butylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Eucalyptus Globulus Leaf Extract, Ceramide 3"
Clinique,Moisture Surge 72 Hour Auto Replenishing Hydrator,expensive,"oily,sen0,acne",moisturizer,https://s1.thcdn.com/productimg/1600/1600/11144741-9024614137417115.jpg,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady's Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, PEG-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium EDTA, BHT, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140)"
DECLÉOR,Phytopeel - Natural Exfoliating Cream,cheap,"oily,sen0,acne",extrafoliator,https://s1.thcdn.com/productimg/1600/1600/10362793-2044568999793480.jpg,"Water (Aqua), Stearic Acid, Magnesium Aluminum Silicate, Triethanolamine, Citrus Medica Limonum (Lemon) Peel Oil, Lavandula Angustifolia (Lavender) Oil, Thymus Mastichina (Sweet Marjoram) Oil, Arctium Majus Root Extract, Sambucus Nigra Flower Extract, Thymus Vulgaris (Thyme) Oil, Malva Sylvestris (Mallow) Extract, Propylene Glycol, Glyceryl Stearate, Peg-100 Stearate, Montmorillonite, Tetrasodium Edta, D-Limonene, Linalool, Phenoxyethanol, Methylparaben, Ethylparaben, Butylparaben, Isobutylparaben, Propylparaben"
Bobbi Brown,Buffing Grains Exfoliator for Face,normal,"oily,sen0,acne",extrafoliator,https://s1.thcdn.com/productimg/1600/1600/11511472-3254503167572209.jpg,"Polyethylene, Phaseolus Angularis Seed Powder, Hydrogenated Jojoba Oil, Sodium Lauryl Sulfoacetate, Hydrogenated Soybean Oil, Potassium Sorbate, Chlorphenesin, Polyethylene"
Lancôme,Energie De Vie Exfoliating Mask,expensive,"oily,sen0,acne",extrafoliator,https://s1.thcdn.com/productimg/1600/1600/11462518-1404530180539106.jpg,"Aqua / Water Glycerin Alcohol Denat. Melissa Officinalis Flower/Leaf/Stem Water Betaine Hydrogenated Castor Oil Citrus Limon Peel Powder / Lemon Peel Powder Ci 19140 / Yellow 5 Ci 42090 / Blue 1 Vaccinium Macrocarpon (Cranberry) Seed Oil Tocopherol Hydrogenated Jojoba Oil Sodium Hydroxide Sodium Hyaluronate Ppg-26-buteth-26 Peg-40 Hydrogenated Castor Oil Arginine Trisodium Ethylenediamine Disuccinate Tris(Tetramethylhydroxypiperidinol) Citrate Chlorphenesin Salicylic Acid Melissa Officinalis Leaf Oil Xanthan Gum Menthoxypropanediol Panax Ginseng Root Extract Propanediol Phospholipids Caprylyl Glycol Carbomer Citric Acid Parfum/Fragrance"
